PRT194607211,LAW,PPD,PRT,PPD,,2pm,RAINEDOUT,Rain,,
PRT194607212,LAW,PPD,PRT,PPD,,,RAINEDOUT,Rain,,
MAN194607212,LYN,PPD,MAN,PPD,,8:30pm,RAINEDOUT,Rain,,
PAW194607220,LYN,PPD,PAW,PPD,,8:30pm,RAINEDOUT,Rain,,
NAS194607220,PRT,PPD,NAS,PPD,,8:30pm,RAINEDOUT,Rain,,
LAW194607220,MAN,PPD,LAW,PPD,,8:30pm,RAINEDOUT,Rain,,
PRV194607230,PAW,PPD,PRV,PPD,,8:30pm,RAINEDOUT,Rain,,
LYN194607230,NAS,PPD,LYN,PPD,,8:30pm,RAINEDOUT,Rain,,
FRV194607230,LAW,PPD,FRV,PPD,,8:30pm,RAINEDOUT,Rain,,
PRT194607231,MAN,PPD,PRT,PPD,,3pm,RAINEDOUT,Rain,,
PRT194607232,MAN,PPD,PRT,PPD,,,MAKEUP,,,
PRV194607240,NAS,9,PRV,3,10,8:30pm,,,,
LAW194607240,FRV,0,LAW,14,,8:30pm,,,,
LYN194607240,PAW,6,LYN,8,,8:30pm,,,,
MAN194607240,PRT,1,MAN,12,,8:30pm,,,,
PAW194607250,MAN,9,PAW,4,,8:30pm,,,,
NAS194607250,LYN,3,NAS,4,,8:30pm,,,,
LAW194607251,PRV,0,LAW,10,7,7pm,,,,
LAW194607252,PRV,4,LAW,9,,,,,,
PRT194607250,FRV,10,PRT,6,8,5:45pm,,,Darkness,
PAW194607260,PRV,5,PAW,2,,8:30pm,,,,
LYN194607261,PRT,6,LYN,4,7,6:30pm,,,,
LYN194607262,PRT,4,LYN,9,,,,,,
MAN194607260,LAW,6,MAN,3,,8:30pm,,,,
PRV194607270,PRT,3,PRV,9,,8:30pm,,,,
LAW194607270,NAS,9,LAW,10,,8:30pm,,,,
FRV194607270,PAW,9,FRV,1,,8:30pm,,,,
MAN194607270,LYN,6,MAN,2,,8:30pm,,,,
PAW194607280,LAW,0,PAW,2,,Night,,,,
PRV194607281,PAW,3,PRV,5,,2:30pm,MAKEUP,,,
PRV194607282,MAN,19,PRV,10,,8:30pm,,,,
LYN194607281,FRV,13,LYN,11,,,,,,
LYN194607282,FRV,1,LYN,14,,,,,,
PRT194607281,NAS,12,PRT,6,7,,,,,
PRT194607282,NAS,13,PRT,4,,,,,,
PRV194607290,FRV,0,PRV,14,,8:30pm,,,,
LAW194607290,LYN,13,LAW,15,10,8:30pm,,,,
PRT194607291,MAN,12,PRT,8,7,3pm,,,,
PRT194607292,MAN,6,PRT,7,,,MAKEUP,,,
NAS194607290,PAW,5,NAS,6,,8:30pm,,,,
PAW194607300,NAS,3,PAW,4,11,8:30pm,,,,
LYN194607300,LAW,PPD,LYN,PPD,,8:30pm,RAINEDOUT,Rain,,
PRT194607300,PRV,7,PRT,1,,5:45pm,,,,
PAW194607310,FRV,4,PAW,3,,8:30pm,,,,
LAW194607311,NAS,6,LAW,5,7,7pm,,,,
LAW194607312,NAS,0,LAW,2,,,,,,
LYN194607310,PRV,1,LYN,7,,8:30pm,,,,
MAN194607310,PRT,PPD,MAN,PPD,,8:30pm,RAINEDOUT,Rain,,
PRV194608010,LYN,PPD,PRV,PPD,,8:30pm,RAINEDOUT,Rain,,
NAS194608011,PAW,PPD,NAS,PPD,,6:30pm,RAINEDOUT,Rain,,
NAS194608012,PAW,PPD,NAS,PPD,,,MAKEUP-RAINEDOUT,Rain,,
